"Ad_ID","Campaign_Name","Clicks","Impressions","Cost","Leads","Conversions","conversion_rate","Sale_Amount","Ad_Date","Location","Device","Keyword"
"A1631","Data Analytics Course",193.0,4287.0,204.62,15.0,3.0,0.0,1800,"2024-11-09","Hyderabad","tablet","data analytics training"
"A1633","Data Analytics Course",106.0,4740.0,229.13,19.0,3.0,0.028,1149,"2024-11-11","Hyderabad","desktop","online data analytics"
"A1634","Data Analytics Course",131.0,5642.0,184.57,20.0,9.0,0.0,1827,"2024-11-16","Hyderabad","mobile","data analytics course"
"A1635","Data Analytics Course",111.0,4161.0,185.58,10.0,7.0,0.0,1434,"2024-11-04","Hyderabad","desktop","data analytics training"
"A1636","Data Analytics Course",144.0,4241.0,181.4,24.0,5.0,0.035,1693,"2024-11-19","Hyderabad","mobile","online data analytics"
"A1638","Data Analytics Course",146.0,5457.0,0.0,15.0,5.0,0.034,1029,"2024-11-02","Hyderabad","desktop","data analytics course"
"A1639","Data Analytics Course",133.0,4780.0,198.66,22.0,4.0,0.03,1905,"2024-11-09","Hyderabad","tablet","online data analytics"
"A1641","Data Analytics Course",82.0,3454.0,228.02,30.0,7.0,0.049,1463,"2024-11-09","Hyderabad","desktop","learn data analytics"
"A1642","Data Analytics Course",135.0,3449.0,200.06,17.0,5.0,0.037,1950,"2024-11-07","Hyderabad","mobile","data analytics course"
"A1643","Data Analytics Course",199.0,4287.0,235.58,12.0,10.0,0.05,1276,"2024-11-10","Hyderabad","tablet","data analytics course"
"A1644","Data Analytics Course",123.0,5000.0,187.67,25.0,3.0,0.024,1351,"2024-11-07","Hyderabad","tablet","data analytics online"
"A1645","Data Analytics Course",154.0,3437.0,211.63,28.0,4.0,0.026,1604,"2024-11-14","Hyderabad","tablet","data analytics training"
"A1646","Data Analytics Course",88.0,3475.0,191.96,12.0,7.0,0.08,1204,"2024-11-25","Hyderabad","desktop","online data analytics"
"A1647","Data Analytics Course",165.0,4889.0,180.19,21.0,4.0,0.024,1458,"2024-11-19","Hyderabad","mobile","analytics for data"
"A1648","Data Analytics Course",87.0,3639.0,220.76,22.0,3.0,0.036,1231,"2024-11-14","Hyderabad","mobile","analytics for data"
"A1649","Data Analytics Course",147.0,3959.0,181.18,27.0,9.0,0.061,1627,"2024-11-26","Hyderabad","mobile","analytics for data"
"A1650","Data Analytics Course",137.0,5400.0,180.04,10.0,10.0,0.073,1375,"2024-11-29","Hyderabad","tablet","analytics for data"
"A1651","Data Analytics Course",188.0,5528.0,245.03,13.0,10.0,0.053,1202,"2024-11-29","Hyderabad","desktop","analytics for data"
"A1652","Data Analytics Course",162.0,5456.0,193.69,10.0,6.0,0.037,1992,"2024-11-29","Hyderabad","tablet","online data analytics"
"A1653","Data Analytics Course",102.0,4308.0,221.54,13.0,7.0,0.06,1096,"2024-11-08","Hyderabad","mobile","data analytics online"
"A1654","Data Analytics Course",120.0,3245.0,196.09,15.0,9.0,0.075,1056,"2024-11-22","Hyderabad","desktop","data analytics training"
"A1655","Data Analytics Course",125.0,3339.0,205.32,18.0,4.0,0.054,1985,"2024-11-28","Hyderabad","desktop","data analytics course"
"A1656","Data Analytics Course",155.0,5977.0,187.28,16.0,7.0,0.0,1607,"2024-11-10","Hyderabad","desktop","online data analytics"
"A1657","Data Analytics Course",137.0,4231.0,226.49,25.0,5.0,0.036,1078,"2024-11-12","Hyderabad","tablet","analytics for data"
"A1658","Data Analytics Course",91.0,4506.0,195.99,12.0,3.0,0.045,1179,"2024-11-22","Hyderabad","tablet","learn data analytics"
"A1659","Data Analytics Course",87.0,4869.0,220.97,29.0,5.0,0.057,1480,"2024-11-05","Hyderabad","desktop","data analytics training"
"A1660","Data Analytics Course",124.0,5716.0,217.84,28.0,8.0,0.0,1791,"2024-11-24","Hyderabad","mobile","data analytics training"
"A1661","Data Analytics Course",128.0,3243.0,208.41,14.0,6.0,0.037,1514,"2024-11-02","Hyderabad","mobile","online data analytics"
"A1662","Data Analytics Course",111.0,3911.0,239.24,28.0,9.0,0.0,1097,"2024-11-01","Hyderabad","tablet","online data analytics"
"A1663","Data Analytics Course",89.0,3982.0,209.87,27.0,7.0,0.079,1920,"2024-11-04","Hyderabad","desktop","data analytics course"
"A1664","Data Analytics Course",107.0,5299.0,207.36,19.0,8.0,0.0,1567,"2024-11-26","Hyderabad","tablet","data analytics training"
"A1665","Data Analytics Course",181.0,4150.0,236.69,15.0,5.0,0.0,1251,"2024-11-10","Hyderabad","mobile","data analytics online"
"A1666","Data Analytics Course",110.0,5925.0,188.18,29.0,9.0,0.082,1682,"2024-11-23","Hyderabad","desktop","data analytics training"
"A1667","Data Analytics Course",85.0,4010.0,195.26,17.0,4.0,0.042,1853,"2024-11-06","Hyderabad","mobile","data analytics online"
"A1668","Data Analytics Course",125.0,5767.0,0.0,12.0,8.0,0.035,1020,"2024-11-19","Hyderabad","tablet","data analytics online"
"A1670","Data Analytics Course",129.0,3787.0,229.81,10.0,6.0,0.047,1221,"2024-11-13","Hyderabad","desktop","online data analytics"
"A1671","Data Analytics Course",112.0,4834.0,212.27,11.0,7.0,0.062,1524,"2024-11-27","Hyderabad","mobile","data analytics online"
"A1672","Data Analytics Course",104.0,3031.0,188.47,13.0,6.0,0.043,1998,"2024-11-05","Hyderabad","desktop","data analytics training"
"A1673","Data Analytics Course",132.0,3754.0,180.88,21.0,10.0,0.076,1601,"2024-11-24","Hyderabad","mobile","online data analytics"
"A1674","Data Analytics Course",113.0,3281.0,241.85,16.0,6.0,0.053,0,"2024-11-08","Hyderabad","tablet","data analytics online"
"A1676","Data Analytics Course",144.0,5026.0,231.82,14.0,4.0,0.028,1645,"2024-11-10","Hyderabad","desktop","data analytics course"
"A1677","Data Analytics Course",179.0,5091.0,238.62,10.0,6.0,0.034,1259,"2024-11-24","Hyderabad","mobile","learn data analytics"
"A1679","Data Analytics Course",116.0,4538.0,221.74,23.0,9.0,0.078,1639,"2024-11-24","Hyderabad","desktop","data analytics training"
"A1680","Data Analytics Course",89.0,3509.0,192.14,27.0,9.0,0.101,1564,"2024-11-12","Hyderabad","mobile","online data analytics"
"A1681","Data Analytics Course",96.0,3346.0,248.48,15.0,7.0,0.073,1118,"2024-11-28","Hyderabad","desktop","data analytics online"
"A1682","Data Analytics Course",193.0,4706.0,213.41,24.0,8.0,0.046,1058,"2024-11-09","Hyderabad","desktop","data analytics course"
"A1683","Data Analytics Course",122.0,3896.0,194.3,23.0,3.0,0.025,1355,"2024-11-21","Hyderabad","mobile","data analytics course"
"A1684","Data Analytics Course",133.0,3332.0,201.59,14.0,7.0,0.0,1943,"2024-11-15","Hyderabad","tablet","data analytics course"
"A1685","Data Analytics Course",177.0,5738.0,249.21,11.0,7.0,0.04,1435,"2024-11-16","Hyderabad","mobile","data analytics training"
"A1686","Data Analytics Course",162.0,5346.0,223.12,25.0,5.0,0.031,1052,"2024-11-28","Hyderabad","desktop","data analytics course"
"A1687","Data Analytics Course",182.0,5857.0,192.69,15.0,4.0,0.048,1384,"2024-11-02","Hyderabad","desktop","data analytics course"
"A1688","Data Analytics Course",154.0,4836.0,233.8,26.0,10.0,0.0,1838,"2024-11-30","Hyderabad","desktop","data analytics course"
"A1689","Data Analytics Course",104.0,5291.0,186.93,19.0,10.0,0.096,1805,"2024-11-29","Hyderabad","tablet","data analytics course"
"A1690","Data Analytics Course",101.0,4840.0,230.68,21.0,9.0,0.089,1556,"2024-11-22","Hyderabad","desktop","data analytics training"
"A1691","Data Analytics Course",173.0,4246.0,202.95,27.0,3.0,0.017,1276,"2024-11-29","Hyderabad","tablet","learn data analytics"
"A1692","Data Analytics Course",186.0,5824.0,224.48,29.0,6.0,0.0,1882,"2024-11-28","Hyderabad","mobile","data analytics online"
"A1693","Data Analytics Course",148.0,5952.0,186.32,14.0,4.0,0.044,1469,"2024-11-10","Hyderabad","mobile","data analytics course"
"A1694","Data Analytics Course",181.0,3691.0,229.14,25.0,10.0,0.0,1375,"2024-11-06","Hyderabad","mobile","analytics for data"
"A1695","Data Analytics Course",110.0,4350.0,243.88,16.0,9.0,0.0,1157,"2024-11-15","Hyderabad","tablet","online data analytics"
"A1696","Data Analytics Course",151.0,5656.0,191.95,18.0,7.0,0.0,1813,"2024-11-02","Hyderabad","mobile","data analytics online"
"A1697","Data Analytics Course",90.0,4566.0,228.82,29.0,9.0,0.051,1697,"2024-11-13","Hyderabad","desktop","data analytics training"
"A1698","Data Analytics Course",111.0,4245.0,245.76,22.0,8.0,0.072,0,"2024-11-07","Hyderabad","desktop","online data analytics"
"A1699","Data Analytics Course",170.0,5053.0,217.41,16.0,9.0,0.031,1497,"2024-11-17","Hyderabad","mobile","data analytics training"
"A1700","Data Analytics Course",112.0,5093.0,228.8,23.0,7.0,0.062,1188,"2024-11-17","Hyderabad","desktop","analytics for data"
"A1701","Data Analytics Course",188.0,5336.0,188.73,17.0,3.0,0.016,1601,"2024-11-03","Hyderabad","tablet","online data analytics"
"A1702","Data Analytics Course",85.0,4963.0,186.21,14.0,6.0,0.0,1747,"2024-11-05","Hyderabad","mobile","data analytics course"
"A1703","Data Analytics Course",94.0,4544.0,235.77,23.0,8.0,0.0,1342,"2024-11-05","Hyderabad","tablet","online data analytics"
"A1704","Data Analytics Course",177.0,4901.0,217.54,20.0,10.0,0.056,1975,"2024-11-13","Hyderabad","tablet","data analytics online"
"A1705","Data Analytics Course",150.0,5275.0,192.7,14.0,4.0,0.027,1170,"2024-11-27","Hyderabad","tablet","data analytics online"
"A1706","Data Analytics Course",88.0,5225.0,202.97,22.0,6.0,0.068,1128,"2024-11-13","Hyderabad","tablet","online data analytics"
"A1707","Data Analytics Course",128.0,4857.0,212.61,14.0,5.0,0.039,1538,"2024-11-25","Hyderabad","desktop","data analytics online"
"A1708","Data Analytics Course",163.0,5310.0,242.76,26.0,9.0,0.055,1793,"2024-11-12","Hyderabad","mobile","learn data analytics"
"A1709","Data Analytics Course",147.0,5014.0,193.08,12.0,8.0,0.054,1017,"2024-11-11","Hyderabad","tablet","online data analytics"
"A1710","Data Analytics Course",191.0,5855.0,196.54,29.0,3.0,0.016,1085,"2024-11-21","Hyderabad","desktop","data analytics course"
"A1712","Data Analytics Course",115.0,3952.0,229.18,25.0,4.0,0.035,1440,"2024-11-20","Hyderabad","tablet","online data analytics"
"A1713","Data Analytics Course",123.0,4208.0,212.92,29.0,6.0,0.049,1184,"2024-11-05","Hyderabad","desktop","learn data analytics"
"A1714","Data Analytics Course",121.0,5517.0,222.14,16.0,7.0,0.0,1682,"2024-11-02","Hyderabad","tablet","learn data analytics"
"A1715","Data Analytics Course",126.0,5460.0,210.83,24.0,10.0,0.079,1326,"2024-11-14","Hyderabad","tablet","online data analytics"
"A1716","Data Analytics Course",110.0,3159.0,197.92,26.0,10.0,0.091,1608,"2024-11-18","Hyderabad","mobile","data analytics online"
"A1717","Data Analytics Course",190.0,5545.0,223.96,13.0,7.0,0.037,1344,"2024-11-14","Hyderabad","tablet","analytics for data"
"A1718","Data Analytics Course",148.0,3668.0,245.79,15.0,10.0,0.068,1718,"2024-11-25","Hyderabad","desktop","data analytics course"
"A1719","Data Analytics Course",86.0,5663.0,231.79,19.0,10.0,0.116,1547,"2024-11-17","Hyderabad","mobile","data analytics training"
"A1721","Data Analytics Course",143.0,5638.0,229.41,23.0,4.0,0.058,1398,"2024-11-03","Hyderabad","desktop","online data analytics"
"A1722","Data Analytics Course",172.0,4436.0,232.16,21.0,7.0,0.041,1050,"2024-11-27","Hyderabad","mobile","learn data analytics"
"A1723","Data Analytics Course",138.0,5555.0,188.55,14.0,8.0,0.058,1593,"2024-11-24","Hyderabad","desktop","data analytics training"
"A1724","Data Analytics Course",132.0,4972.0,248.45,25.0,9.0,0.0,1126,"2024-11-19","Hyderabad","tablet","data analytics online"
"A1725","Data Analytics Course",174.0,3231.0,0.0,10.0,7.0,0.04,1128,"2024-11-12","Hyderabad","mobile","data analytics course"
"A1726","Data Analytics Course",154.0,3461.0,235.36,18.0,4.0,0.0,1212,"2024-11-18","Hyderabad","tablet","data analytics online"
"A1727","Data Analytics Course",126.0,3423.0,236.21,25.0,9.0,0.071,1106,"2024-11-20","Hyderabad","tablet","data analytics training"
"A1728","Data Analytics Course",138.0,4025.0,220.96,21.0,7.0,0.051,1416,"2024-11-24","Hyderabad","tablet","data analytics online"
"A1729","Data Analytics Course",193.0,3800.0,199.76,27.0,9.0,0.047,1393,"2024-11-17","Hyderabad","mobile","data analytics course"
"A1730","Data Analytics Course",156.0,5293.0,210.43,26.0,6.0,0.038,1449,"2024-11-28","Hyderabad","tablet","data analytics course"
"A1731","Data Analytics Course",142.0,3565.0,180.39,26.0,5.0,0.035,1147,"2024-11-01","Hyderabad","tablet","data analytics training"
"A1732","Data Analytics Course",92.0,4296.0,239.12,11.0,10.0,0.0,1169,"2024-11-02","Hyderabad","tablet","data analytics training"
"A1734","Data Analytics Course",134.0,4854.0,198.93,21.0,8.0,0.06,1101,"2024-11-03","Hyderabad","desktop","analytics for data"
"A1736","Data Analytics Course",117.0,4630.0,196.66,15.0,8.0,0.0,1361,"2024-11-17","Hyderabad","desktop","online data analytics"
"A1737","Data Analytics Course",160.0,3448.0,210.38,19.0,7.0,0.044,1705,"2024-11-14","Hyderabad","desktop","data analytics course"
"A1738","Data Analytics Course",146.0,5297.0,198.89,30.0,8.0,0.055,2000,"2024-11-02","Hyderabad","desktop","data analytics training"
"A1739","Data Analytics Course",175.0,3818.0,190.89,30.0,10.0,0.039,1088,"2024-11-10","Hyderabad","tablet","data analytics online"
"A1740","Data Analytics Course",122.0,4791.0,223.16,12.0,4.0,0.033,1246,"2024-11-05","Hyderabad","tablet","learn data analytics"
"A1741","Data Analytics Course",85.0,3713.0,225.74,23.0,5.0,0.047,1867,"2024-11-24","Hyderabad","tablet","data analytics online"
"A1742","Data Analytics Course",167.0,3634.0,202.75,30.0,10.0,0.06,1503,"2024-11-23","Hyderabad","desktop","data analytics training"
"A1743","Data Analytics Course",158.0,3025.0,180.5,24.0,9.0,0.0,1725,"2024-11-26","Hyderabad","tablet","data analytics training"
"A1745","Data Analytics Course",111.0,3050.0,208.87,10.0,7.0,0.063,1774,"2024-11-26","Hyderabad","tablet","analytics for data"
"A1746","Data Analytics Course",186.0,5301.0,0.0,14.0,9.0,0.0,1230,"2024-11-17","Hyderabad","desktop","learn data analytics"
"A1747","Data Analytics Course",177.0,3042.0,239.64,26.0,4.0,0.023,1646,"2024-11-20","Hyderabad","mobile","data analytics course"
"A1748","Data Analytics Course",150.0,5272.0,239.06,13.0,9.0,0.06,1232,"2024-11-01","Hyderabad","desktop","online data analytics"
"A1749","Data Analytics Course",160.0,4279.0,191.56,22.0,10.0,0.039,1234,"2024-11-12","Hyderabad","mobile","data analytics course"
"A1750","Data Analytics Course",147.0,5659.0,188.07,22.0,4.0,0.045,1796,"2024-11-25","Hyderabad","mobile","analytics for data"
"A1751","Data Analytics Course",198.0,4816.0,224.96,21.0,4.0,0.042,1601,"2024-11-05","Hyderabad","mobile","online data analytics"
"A1752","Data Analytics Course",145.0,3874.0,0.0,10.0,10.0,0.069,1153,"2024-11-30","Hyderabad","mobile","data analytics training"
"A1753","Data Analytics Course",94.0,5221.0,225.23,17.0,3.0,0.036,1209,"2024-11-19","Hyderabad","tablet","learn data analytics"
"A1754","Data Analytics Course",90.0,5859.0,187.29,17.0,5.0,0.056,1375,"2024-11-16","Hyderabad","mobile","analytics for data"
"A1755","Data Analytics Course",182.0,5055.0,232.64,26.0,8.0,0.036,1815,"2024-11-10","Hyderabad","mobile","data analytics training"
"A1758","Data Analytics Course",103.0,3547.0,232.35,11.0,8.0,0.078,1663,"2024-11-26","Hyderabad","tablet","learn data analytics"
"A1759","Data Analytics Course",148.0,3128.0,197.02,27.0,9.0,0.061,1214,"2024-11-12","Hyderabad","tablet","data analytics training"
"A1760","Data Analytics Course",151.0,5201.0,198.56,15.0,10.0,0.066,1716,"2024-11-05","Hyderabad","tablet","data analytics training"
"A1761","Data Analytics Course",148.0,5510.0,210.42,27.0,4.0,0.048,1352,"2024-11-06","Hyderabad","mobile","learn data analytics"
"A1762","Data Analytics Course",103.0,5628.0,195.6,24.0,8.0,0.034,1065,"2024-11-09","Hyderabad","mobile","analytics for data"
"A1763","Data Analytics Course",115.0,5445.0,183.55,21.0,7.0,0.059,1721,"2024-11-07","Hyderabad","tablet","data analytics course"
"A1764","Data Analytics Course",160.0,5936.0,239.87,29.0,4.0,0.0,1320,"2024-11-24","Hyderabad","mobile","analytics for data"
"A1765","Data Analytics Course",166.0,5808.0,194.79,14.0,8.0,0.048,1799,"2024-11-14","Hyderabad","tablet","data analytics training"
"A1766","Data Analytics Course",187.0,3282.0,234.91,10.0,7.0,0.041,1525,"2024-11-29","Hyderabad","mobile","online data analytics"
"A1767","Data Analytics Course",172.0,3334.0,243.12,30.0,9.0,0.052,0,"2024-11-08","Hyderabad","mobile","online data analytics"
"A1768","Data Analytics Course",172.0,5546.0,241.81,24.0,10.0,0.058,1681,"2024-11-03","Hyderabad","desktop","learn data analytics"
"A1769","Data Analytics Course",187.0,5734.0,187.44,10.0,8.0,0.043,1183,"2024-11-23","Hyderabad","tablet","analytics for data"
"A1770","Data Analytics Course",196.0,4964.0,249.47,26.0,9.0,0.046,1996,"2024-11-19","Hyderabad","mobile","learn data analytics"
"A1771","Data Analytics Course",131.0,4774.0,240.53,24.0,7.0,0.053,0,"2024-11-09","Hyderabad","tablet","data analytics training"
"A1772","Data Analytics Course",103.0,5244.0,205.9,22.0,7.0,0.032,1954,"2024-11-16","Hyderabad","mobile","analytics for data"
"A1773","Data Analytics Course",114.0,3064.0,196.01,23.0,6.0,0.053,1348,"2024-11-30","Hyderabad","mobile","learn data analytics"
"A1774","Data Analytics Course",116.0,3265.0,199.21,24.0,10.0,0.086,1006,"2024-11-21","Hyderabad","mobile","learn data analytics"
"A1775","Data Analytics Course",164.0,5351.0,217.9,10.0,9.0,0.055,1431,"2024-11-12","Hyderabad","tablet","online data analytics"
"A1776","Data Analytics Course",160.0,5830.0,0.0,15.0,10.0,0.062,1270,"2024-11-26","Hyderabad","mobile","online data analytics"
"A1777","Data Analytics Course",112.0,4808.0,221.57,17.0,7.0,0.062,1186,"2024-11-25","Hyderabad","desktop","data analytics online"
"A1778","Data Analytics Course",87.0,5506.0,188.77,11.0,5.0,0.0,1774,"2024-11-22","Hyderabad","mobile","learn data analytics"
"A1780","Data Analytics Course",139.0,5763.0,214.49,15.0,5.0,0.045,1781,"2024-11-01","Hyderabad","desktop","data analytics online"
"A1781","Data Analytics Course",193.0,3271.0,187.76,30.0,9.0,0.053,1209,"2024-11-13","Hyderabad","tablet","online data analytics"
"A1782","Data Analytics Course",151.0,4402.0,248.65,21.0,4.0,0.0,1722,"2024-11-19","Hyderabad","desktop","data analytics online"
"A1783","Data Analytics Course",90.0,4281.0,216.36,24.0,4.0,0.0,1768,"2024-11-04","Hyderabad","mobile","learn data analytics"
"A1784","Data Analytics Course",169.0,4480.0,0.0,11.0,10.0,0.059,1769,"2024-11-28","Hyderabad","tablet","online data analytics"
"A1785","Data Analytics Course",197.0,4373.0,218.3,18.0,9.0,0.059,1988,"2024-11-14","Hyderabad","desktop","learn data analytics"
"A1787","Data Analytics Course",96.0,5503.0,243.51,11.0,6.0,0.062,1687,"2024-11-02","Hyderabad","desktop","data analytics online"
"A1788","Data Analytics Course",160.0,4154.0,230.16,15.0,6.0,0.0,1667,"2024-11-16","Hyderabad","mobile","online data analytics"
"A1789","Data Analytics Course",162.0,5161.0,240.72,16.0,7.0,0.0,1649,"2024-11-15","Hyderabad","tablet","learn data analytics"
"A1790","Data Analytics Course",171.0,5517.0,233.86,23.0,5.0,0.029,1349,"2024-11-24","Hyderabad","tablet","data analytics course"
"A1791","Data Analytics Course",110.0,4161.0,204.28,16.0,10.0,0.0,1447,"2024-11-14","Hyderabad","mobile","data analytics online"
"A1792","Data Analytics Course",103.0,5332.0,243.72,16.0,3.0,0.029,1882,"2024-11-28","Hyderabad","desktop","online data analytics"
"A1793","Data Analytics Course",167.0,3620.0,243.81,24.0,8.0,0.053,1001,"2024-11-05","Hyderabad","desktop","data analytics course"
"A1794","Data Analytics Course",132.0,4117.0,239.04,28.0,3.0,0.023,1761,"2024-11-07","Hyderabad","mobile","analytics for data"
"A1795","Data Analytics Course",145.0,5400.0,219.89,29.0,3.0,0.0,1152,"2024-11-20","Hyderabad","tablet","data analytics course"
"A1796","Data Analytics Course",140.0,5220.0,183.39,25.0,8.0,0.057,1918,"2024-11-11","Hyderabad","desktop","learn data analytics"
"A1798","Data Analytics Course",87.0,4081.0,180.63,20.0,4.0,0.046,1665,"2024-11-08","Hyderabad","tablet","data analytics online"
"A1799","Data Analytics Course",141.0,4239.0,199.82,15.0,5.0,0.035,1639,"2024-11-27","Hyderabad","mobile","data analytics training"
"A1801","Data Analytics Course",95.0,5721.0,208.53,16.0,6.0,0.063,1863,"2024-11-05","Hyderabad","mobile","data analytics course"
"A1802","Data Analytics Course",160.0,5166.0,210.21,20.0,7.0,0.044,1850,"2024-11-21","Hyderabad","desktop","data analytics course"
"A1803","Data Analytics Course",133.0,5430.0,217.34,16.0,6.0,0.045,1199,"2024-11-14","Hyderabad","mobile","data analytics online"
"A1804","Data Analytics Course",154.0,3452.0,215.61,21.0,7.0,0.058,1631,"2024-11-02","Hyderabad","mobile","analytics for data"
"A1806","Data Analytics Course",186.0,5073.0,233.58,15.0,4.0,0.0,1965,"2024-11-04","Hyderabad","tablet","online data analytics"
"A1807","Data Analytics Course",101.0,5757.0,249.33,25.0,9.0,0.035,1129,"2024-11-01","Hyderabad","mobile","learn data analytics"
"A1808","Data Analytics Course",150.0,3323.0,227.55,14.0,4.0,0.027,1931,"2024-11-18","Hyderabad","mobile","data analytics course"
"A1809","Data Analytics Course",127.0,5417.0,229.06,26.0,8.0,0.063,1086,"2024-11-21","Hyderabad","tablet","learn data analytics"
"A1810","Data Analytics Course",117.0,5445.0,213.9,10.0,5.0,0.043,1804,"2024-11-19","Hyderabad","desktop","data analytics course"
"A1811","Data Analytics Course",152.0,5173.0,230.47,15.0,5.0,0.036,1779,"2024-11-26","Hyderabad","desktop","learn data analytics"
"A1812","Data Analytics Course",87.0,3643.0,220.76,27.0,7.0,0.0,1393,"2024-11-03","Hyderabad","desktop","data analytics online"
"A1813","Data Analytics Course",181.0,3863.0,180.12,17.0,7.0,0.035,1892,"2024-11-28","Hyderabad","desktop","data analytics course"
"A1814","Data Analytics Course",147.0,3661.0,191.67,17.0,4.0,0.027,0,"2024-11-24","Hyderabad","desktop","online data analytics"
"A1815","Data Analytics Course",173.0,5463.0,232.38,17.0,5.0,0.029,1568,"2024-11-26","Hyderabad","desktop","analytics for data"
"A1816","Data Analytics Course",123.0,3459.0,211.88,21.0,4.0,0.033,1223,"2024-11-24","Hyderabad","tablet","learn data analytics"
"A1817","Data Analytics Course",162.0,3906.0,237.24,13.0,5.0,0.033,1062,"2024-11-10","Hyderabad","desktop","data analytics training"
"A1819","Data Analytics Course",169.0,3317.0,232.35,29.0,3.0,0.049,1988,"2024-11-24","Hyderabad","mobile","data analytics training"
"A1820","Data Analytics Course",120.0,3235.0,220.67,11.0,4.0,0.0,1890,"2024-11-17","Hyderabad","mobile","learn data analytics"
"A1822","Data Analytics Course",167.0,4403.0,189.36,25.0,4.0,0.03,1572,"2024-11-06","Hyderabad","desktop","learn data analytics"
"A1823","Data Analytics Course",101.0,3530.0,184.83,22.0,5.0,0.0,1802,"2024-11-13","Hyderabad","mobile","learn data analytics"
"A1824","Data Analytics Course",129.0,4679.0,239.21,19.0,3.0,0.023,1215,"2024-11-04","Hyderabad","mobile","data analytics online"
"A1825","Data Analytics Course",153.0,5396.0,233.79,13.0,8.0,0.0,1571,"2024-11-01","Hyderabad","mobile","data analytics training"
"A1827","Data Analytics Course",108.0,5545.0,209.82,11.0,8.0,0.074,1491,"2024-11-08","Hyderabad","mobile","analytics for data"
"A1828","Data Analytics Course",85.0,4772.0,211.62,15.0,10.0,0.118,1669,"2024-11-19","Hyderabad","mobile","learn data analytics"
"A1829","Data Analytics Course",109.0,4941.0,242.54,18.0,9.0,0.083,1278,"2024-11-11","Hyderabad","desktop","data analytics training"
"A1830","Data Analytics Course",119.0,4369.0,216.29,16.0,4.0,0.0,0,"2024-11-22","Hyderabad","tablet","learn data analytics"
"A1831","Data Analytics Course",143.0,5526.0,185.94,15.0,8.0,0.056,1712,"2024-11-25","Hyderabad","desktop","analytics for data"
"A1832","Data Analytics Course",161.0,5302.0,184.29,13.0,8.0,0.036,1703,"2024-11-30","Hyderabad","tablet","learn data analytics"
"A1833","Data Analytics Course",146.0,4424.0,196.88,20.0,3.0,0.021,1757,"2024-11-30","Hyderabad","tablet","online data analytics"
"A1834","Data Analytics Course",82.0,5971.0,235.52,14.0,8.0,0.098,1568,"2024-11-06","Hyderabad","mobile","learn data analytics"
"A1835","Data Analytics Course",88.0,3733.0,244.35,12.0,8.0,0.091,1622,"2024-11-27","Hyderabad","mobile","online data analytics"
"A1836","Data Analytics Course",127.0,4403.0,244.3,15.0,7.0,0.055,1832,"2024-11-22","Hyderabad","tablet","data analytics course"
"A1837","Data Analytics Course",179.0,5118.0,189.59,15.0,6.0,0.034,1892,"2024-11-28","Hyderabad","tablet","data analytics course"
"A1838","Data Analytics Course",199.0,4407.0,240.05,21.0,9.0,0.045,1054,"2024-11-13","Hyderabad","desktop","data analytics online"
"A1839","Data Analytics Course",191.0,3190.0,211.1,10.0,7.0,0.037,0,"2024-11-22","Hyderabad","tablet","learn data analytics"
"A1840","Data Analytics Course",99.0,4880.0,245.13,25.0,8.0,0.0,1236,"2024-11-19","Hyderabad","tablet","data analytics course"
"A1841","Data Analytics Course",122.0,5774.0,224.4,23.0,10.0,0.0,1330,"2024-11-14","Hyderabad","mobile","learn data analytics"
"A1842","Data Analytics Course",178.0,4103.0,207.23,17.0,8.0,0.045,1612,"2024-11-15","Hyderabad","mobile","analytics for data"
"A1843","Data Analytics Course",157.0,4414.0,240.57,17.0,9.0,0.057,1483,"2024-11-27","Hyderabad","desktop","learn data analytics"
"A1844","Data Analytics Course",199.0,5319.0,216.7,25.0,9.0,0.045,0,"2024-11-01","Hyderabad","desktop","online data analytics"
"A1845","Data Analytics Course",192.0,3320.0,208.09,17.0,3.0,0.016,1169,"2024-11-18","Hyderabad","mobile","data analytics training"
"A1846","Data Analytics Course",144.0,4146.0,246.1,18.0,10.0,0.069,1074,"2024-11-15","Hyderabad","desktop","analytics for data"
"A1847","Data Analytics Course",147.0,4720.0,227.6,23.0,8.0,0.0,1907,"2024-11-05","Hyderabad","tablet","online data analytics"
"A1848","Data Analytics Course",121.0,3557.0,237.03,16.0,7.0,0.0,1255,"2024-11-25","Hyderabad","mobile","data analytics online"
"A1849","Data Analytics Course",193.0,5899.0,227.24,12.0,9.0,0.042,1832,"2024-11-02","Hyderabad","desktop","analytics for data"
"A1850","Data Analytics Course",170.0,4968.0,216.78,21.0,5.0,0.045,1997,"2024-11-24","Hyderabad","tablet","data analytics course"
"A1851","Data Analytics Course",198.0,5934.0,199.61,14.0,6.0,0.03,0,"2024-11-13","Hyderabad","tablet","learn data analytics"
"A1852","Data Analytics Course",133.0,4078.0,189.42,21.0,6.0,0.045,1969,"2024-11-21","Hyderabad","desktop","data analytics online"
"A1853","Data Analytics Course",82.0,4163.0,208.08,30.0,8.0,0.098,1297,"2024-11-04","Hyderabad","mobile","data analytics course"
"A1854","Data Analytics Course",90.0,4330.0,249.24,20.0,4.0,0.044,1618,"2024-11-15","Hyderabad","tablet","data analytics training"
"A1855","Data Analytics Course",122.0,5882.0,189.76,25.0,7.0,0.057,1357,"2024-11-25","Hyderabad","tablet","analytics for data"
